"intercept.one","intercept.two","precens.surv","fruit.disp","seed.num","kid.mean","kid.sd","f.alpha","f.beta","f.sigma.plot","g.alpha","g.beta","g.eps","g.sigma.plot","pf.alpha","pf.beta","pf.sigma.plot","s.alpha","s.beta","s.sigma.plot","sigma.year","sigma.yr.1.","sigma.yr.2.","sigma.yr.3.","sigma.yr.4.","y.beta.1.","y.beta.2.","y.beta.3.","y.beta.4."
-5.10343231912252,-5.35096595246241,-1.58349410752818,-3.08160972080646,123.242671841382,-3.62318073350099,0.962680636707248,-5.78097850844976,0.666167313582676,0.343719079509297,0.791699244260295,0.919098335677566,0.854920848714119,0.0666089205292566,-19.8973129959873,1.8948051704089,0.360653508108029,0.727962392700062,0.365158890337958,0.0797111159008344,0.441179119748767,0.92961103481189,0.0503547772418181,1.78603528622733,0.258761046290711,1,-1,1,1
-5.331931108546,-5.76507077239231,-1.4293599670361,-3.24565452111064,119.793691066052,-3.15694727232497,0.911087962211046,-5.56537388796632,0.648811135488972,0.207665152738455,0.704568922044219,0.915764623658597,0.863137518818848,0.0610811441475532,-20.5252022863926,1.83083043704829,0.5229205162875,-0.270456067164122,0.386989987008369,0.0765920728178474,0.204713482591353,0.783417201057768,0.103174384204934,1.81843418561529,0.271509385491128,1,-1,1,1
-5.09484639383418,-5.43191740356739,-1.75350274822073,-3.43834474590278,115.445984283599,-3.24265007222149,0.784160058106622,-6.57373240182152,0.711614694749042,0.514648035041099,0.693840607240231,0.915562227560228,0.842067562327293,0.0511709516349518,-19.4386342673683,1.77507131148408,0.389399679349924,0.433030421751333,0.372204653059733,0.0897801322301276,0.235799016774344,0.528624375831046,0.221051218739189,1.09554637057255,0.18446449648758,1,-1,1,1
-5.20989539364831,-5.45282983368243,-2.22708571666766,-3.19602222639303,137.226795914087,-3.47224801242826,0.817631239863677,-6.24809197676141,0.700504010902335,0.221383693943898,0.741400233573805,0.907995612181877,0.835121386026356,0.0648816255845733,-22.0149757767268,1.84519053718439,0.359523161157608,0.526894554952591,0.34886550272794,0.216080988898981,0.218804026916401,0.897235599965221,0.0990165464260317,1.62861416496544,0.259180091817208,1,-1,1,1
-5.00288312133323,-5.43684531633612,-1.62288654238381,-3.558895283842,116.694502501891,-3.25675280570199,0.640152768906529,-6.31190040509139,0.699464042570838,0.243342206698467,0.829421454309664,0.909893047606995,0.866877091670662,0.0891862538106576,-17.4711274174567,1.63290738681376,0.307930528788475,0.724931711939176,0.348460421795266,0.12079817615476,0.279876084402692,1.1171234177712,0.0771877593123259,2.08966820967913,0.471899049477345,1,-1,-1,1
-5.02087281696807,-5.46315559575517,-1.88046869513649,-3.41967927591473,119.218099784694,-3.35835560472425,0.689547325798588,-6.40818785971984,0.717479886249734,0.217917894571869,0.760118775505248,0.901991946860045,0.843000738356177,0.0414156053644363,-19.0759285233966,1.79009330230575,0.332779288511492,0.635473774383478,0.367569692494016,0.158852794189063,0.182836187756836,0.508932006731617,0.274575982228056,1.7280497601684,0.630782077607161,1,-1,1,1
-5.01415047373531,-5.51919280010676,-1.33653440723702,-3.53991754479401,134.352588380262,-3.51089562137124,0.80624649798153,-6.29574409252133,0.699993704388834,0.160883468003021,0.823549784853063,0.908359373012954,0.842790123690452,0.0730018953341162,-20.5619901979536,1.82830103709893,0.567118823916864,0.1149255892349,0.324826127434434,0.0983095647989508,0.198000029885475,1.37415677456901,0.0378080004117661,1.83098626281141,0.370756470732401,1,-1,1,1
-5.18909281116413,-5.48282347221009,-1.21082220153472,-3.02119209058994,136.552662937391,-3.07338035617426,0.954111684112431,-6.51301941183669,0.696135717014213,0.397646540342664,0.459427787206854,0.899397580907813,0.858592089872069,0.0728188602169847,-22.7483526332278,1.83958310489393,0.498108646441066,1.01562694571801,0.394419757131324,0.0567081125696947,0.553940555227583,0.895934499721814,0.488836000119138,2.85649267541381,0.15673064676787,-1,1,1,1
-5.12506745194849,-5.49196708947759,-1.60168843159894,-3.45581781299767,140.763369490528,-2.86687384826806,1.05902538033168,-6.13348124008593,0.683740493348253,0.206138148989824,0.807338716555149,0.919645285635555,0.855274355549964,0.105076374483208,-18.8987249524672,1.71104903935432,0.353297846549892,0.02182835997566,0.371262814807173,0.282344877087243,0.151442137098296,0.801536758737114,0.266310442317672,1.2568965050587,0.19993115113181,1,-1,1,1
-5.10207397687323,-5.44628037848649,-1.53362334157938,-3.70407188312895,129.47765156827,-3.41144701490314,0.593695567386662,-5.76440940895563,0.634676398001729,0.191719838146479,1.02407718300572,0.900975622395219,0.85990709014585,0.0793646457389939,-22.7031805048963,2.01332117817863,0.33485334813489,0.295550926825787,0.344557442472013,0.0123758534023015,0.226982840484149,1.09536213785717,0.295913972543074,1.04114316029241,0.269380124226157,1,-1,1,1
-5.15396891850083,-5.37200135903203,-1.60346571508012,-3.49961295062159,129.353772482312,-3.03939294204271,0.719954932846644,-6.75423546801786,0.738466543101143,0.266106170279956,0.717423769842814,0.922393398145111,0.850799797507542,0.0367898133247988,-20.733013537113,1.8227677348529,0.493568292832016,0.340369852685466,0.33942369659679,0.0417385090990068,0.150645525825695,0.702892340129793,0.260234521783395,1.40480212992099,0.228102838202938,-1,-1,1,1
-5.16454627874951,-5.42831163680561,-1.99891814793258,-3.57862175220007,113.355066316899,-3.33161753795815,0.797092122815324,-6.38514646509292,0.695465641433854,0.207026590435815,1.12003387875927,0.908052997062682,0.852653016622283,0.0905452269452751,-22.6067082244707,1.9056368759106,0.245399130214977,0.577424061185399,0.337374009831001,0.447705561506088,0.182357038808393,0.701254103075851,0.263425205122531,2.47346562172459,0.156078248586799,1,-1,-1,1
-5.14369856770725,-5.36994031856757,-1.90218834458142,-3.67224081582283,133.200172357589,-3.20719528815188,0.878165209288363,-6.30995958623133,0.708623543664712,0.166324980440452,0.815808455028253,0.908125826514982,0.836375305659174,0.0889519119807939,-19.6989891366784,1.76344009264166,0.519758853837512,0.486564633389365,0.378223366629149,0.260127985533021,0.149187748192418,1.37376312049824,0.39447193236702,1.98637149891827,0.29818239088541,1,-1,1,1
-5.20442263495689,-5.51370885084103,-1.56484159336302,-3.36478391705793,117.668851441439,-3.615988743502,0.934473856870196,-5.58796560505587,0.659718271221226,0.337809385176943,0.937733593584702,0.906620336733662,0.833554305352497,0.0374603915729649,-18.9152309775691,1.67473910816072,0.428347529373938,0.893285321152227,0.319822985261002,0.116937281308109,0.295985612406381,0.90226713015663,0.0191425800523056,1.42982357986633,0.240464047472594,1,-1,-1,1
-4.99682821715788,-5.48323745263195,-1.81627983067149,-3.1858423264574,104.770469927116,-3.56642110870962,0.882561050781488,-6.67475585253954,0.710769577506334,0.230976135878929,1.06723132632113,0.918451683496421,0.861266389446003,0.0469068100526083,-18.5546584286636,1.74671333999414,0.431391845457277,0.547958988970707,0.338808431577417,0.0112809267748867,0.47902860034128,1.12546617406064,0.267498162975843,2.15176576293805,0.271414101184135,1,-1,-1,1
-4.98822970955611,-5.5381362425819,-2.00232404917491,-2.81294087353929,134.635526432262,-3.36796776358468,0.731477370166386,-6.99287408052778,0.759616064838766,0.244438408732314,0.889063783064056,0.923407626894189,0.836816114654725,0.0484407206855229,-19.5201011371545,1.7991993297791,1.09762012553448,0.22805589998475,0.38860204974958,0.303990594866301,0.26373991972171,1.40755753779686,0.428521642799172,1.95654252492675,0.0435542617178423,-1,-1,-1,1
-5.13709531534383,-5.32977718043069,-1.92808490515632,-3.65759477441553,143.095237832011,-3.08867563223147,0.828381208057704,-6.68773196395289,0.715505207625368,0.281497479749662,0.715789297142884,0.918333372962437,0.840006709880878,0.0617082067803363,-21.8310236143238,1.85253393192553,0.458138788375671,0.948917794493858,0.354830472816263,0.297353641539109,0.189715138946581,0.878583867323472,0.0256691590290157,2.31101668746396,0.603959634452435,-1,1,1,1
-5.17668847431297,-5.46222731791906,-1.79168975998256,-3.60098652547915,119.002222518596,-3.1863708011077,0.538762533345227,-6.1659419116136,0.67688658351641,0.252013952039208,0.847276355686256,0.921415069199163,0.832743985182019,0.0970578377410088,-20.2241760773748,1.88371689957557,0.775972934238447,-0.045838512534029,0.376766031325203,0.310568158216236,0.28777219545118,0.877771129946922,0.135174224142143,1.98013702674772,0.228112514458608,1,-1,-1,1
-5.22266792656818,-5.66885537942428,-1.99330093882476,-3.96948417339035,125.490709043189,-3.17324737037066,0.681795305284679,-5.91362977653274,0.668590621258574,0.298055274001346,0.657741650358082,0.922448033137072,0.846536296424627,0.0303803993925023,-21.1841287349506,1.84031031364512,0.467764456735144,0.406988535705916,0.382357447495917,0.544004053519158,0.522664500772702,1.84125693346875,0.402729195204975,2.43548543110257,0.209657687288069,-1,-1,1,1
-5.33502362933412,-5.5886994140376,-1.77414653195731,-3.32936303825509,122.357538742045,-3.31519996888311,0.559279071686341,-6.36524380405307,0.702301930182524,0.199553719833458,0.91182115551862,0.914826003886312,0.847707267605756,0.0451437358209774,-20.8729673296696,1.86838468957169,0.273798613738512,0.433952539353048,0.346086452773107,0.0861718606024739,0.134776447081948,1.46946182285922,0.276230347531841,1.63920084210387,0.335285084702683,1,-1,1,1
-5.15613781202692,-5.47360390410823,-1.99520637942621,-3.10264171086211,119.945190018764,-3.42947757975457,0.652861351930169,-5.62855929386451,0.653102271146139,0.296351177105301,0.841347830140441,0.913544918452324,0.853349294467828,0.0823611157546239,-19.5873050119874,1.74466574149976,0.523112308225011,0.680348327629785,0.412563777684601,0.108439692107053,0.212495519927217,0.814940460421636,0.0165926586557274,1.61514454443614,0.21876358587042,-1,-1,-1,1
-5.07339191744765,-5.27280100106953,-1.68996654329926,-3.06876528198474,114.182373503851,-3.08013348917945,0.971143332962617,-6.35994241230222,0.72410238157577,0.367980194651518,0.546411874177698,0.913643131950248,0.839798878917268,0.0635385986480615,-20.6871741457406,1.88031452874903,0.455937271404126,0.766464826172126,0.327947406508399,0.557651643935151,0.530858446810719,0.685045692065307,0.155312235258331,1.38922392609665,0.462012331298352,1,-1,1,1
-5.00743453880434,-5.47568623489366,-2.13549048390801,-3.26181921089924,108.277333656661,-3.90649254937631,0.799799759691378,-6.31848286450224,0.700617280772566,0.215899681479646,0.724902528512196,0.924469825900309,0.837855129083238,0.0362823191047459,-19.049698385929,1.66817593251508,0.680517671028285,0.470807484343078,0.376212419785263,0.091656002076955,0.0728431343326369,0.819756474989747,0.218419588274235,1.19619413719641,0.487366830589369,1,1,-1,1
-5.28536430596064,-5.47135944988166,-1.69486807104071,-3.18078566137904,130.697357566743,-2.97619789914404,0.593398368874902,-6.98717964605236,0.74663770092907,0.271153282314792,0.903749121565396,0.917055743605549,0.876727651999983,0.0588058130671283,-18.7727293176484,1.69089322495649,0.683169758748485,1.0361466624457,0.339051858112722,0.684812560561463,0.301428029104349,1.58638426867969,0.282829632264052,1.29796741697574,0.0320334172948259,1,-1,1,1
-5.25126742847498,-5.38102401496315,-1.25264541185175,-3.74959447686579,119.999672938676,-3.32693788592916,0.71313977502571,-4.71975670499645,0.577177555569534,0.228092602034167,0.888614918917528,0.909686613237795,0.844810740404028,0.0201657738189412,-18.6324959374045,1.68755431608954,0.56711415743783,0.120383686060268,0.349144658805477,0.213440221808057,0.235508417585348,0.901559106186337,0.101504770512925,1.5769852578447,0.106369566170925,1,-1,1,1
-5.04390840314594,-5.31541637130189,-1.21724441330914,-4.05274880489812,132.034545138507,-3.17101133686654,0.811234843770889,-5.88884091635716,0.669000790284997,0.35442501151679,0.97967577090062,0.911901624073893,0.840962980938318,0.0514244162773868,-20.8306532899126,1.87308861317342,0.278290041256064,0.701239864029831,0.33559432617921,0.0112471153868816,0.137287327590226,1.19575599934853,0.221224421833268,3.56825124550961,0.39881013852438,1,-1,1,1
-5.28500552915397,-5.52256612724768,-1.84848943253264,-3.72182737995462,126.012934623287,-3.25504119390146,0.694633282989919,-5.8366997147696,0.667386014014505,0.255191453707749,1.02319048433746,0.91314067811957,0.842289224653382,0.117029744500029,-19.6089412460124,1.82492478413514,0.673237559117235,0.455336469335364,0.349253984063146,0.286012712689497,0.445175660102862,0.65347045521686,0.298347652284802,3.35064475855853,0.186315954660584,1,-1,-1,1
-5.04451357526455,-5.39012088805772,-1.33962816312975,-3.59519497163534,119.210920399326,-3.00465584388971,0.813019002709355,-6.81325618716476,0.7369351421375,0.531474084530458,0.859585927747728,0.905003411064207,0.835327860758389,0.0613031607699894,-22.0364375664513,1.97909486326169,0.250383654262448,0.816345756345114,0.368684072525759,0.154371433377213,0.0179975118663665,1.20129487613149,0.233575489854796,1.4556946547152,0.238469595903122,-1,-1,1,1
-4.94987266639177,-5.3977574181697,-1.7030683125054,-3.25056283811799,139.856726327199,-3.27831132670619,0.715564347613758,-5.9413130470111,0.658028114564033,0.232543957576209,1.12908445246221,0.90400623777085,0.829444472317668,0.0941123190572137,-21.268029202757,1.87363526456395,0.587405058180831,0.457936000156764,0.394726267055256,0.0657889133465211,0.267093062980568,0.741927833050339,0.2178065367269,1.9695478927865,0.243517208150155,1,-1,-1,1
-5.01636004850105,-5.32960731048405,-1.62463037875357,-3.27523249119832,125.890005849043,-3.39652735045848,0.858852256455688,-5.86517835467845,0.660586150127989,0.497695838736753,1.14682531192742,0.913107026123037,0.86048973712103,0.0241810261499729,-20.3036672247139,1.72745580379359,0.360855587373604,0.53493284805824,0.31078871857153,0.0790413902930266,0.326011406409584,0.741170348571734,0.151612098679806,1.61415368764726,0.144151559809171,1,-1,1,1
-5.25079370856693,-5.32681499857608,-2.21336666937015,-3.26429131911484,127.12234035949,-2.86620461381732,0.73179155278867,-5.59870132834198,0.654456470633642,0.222803329302541,0.687493218641208,0.909010643181233,0.844385661512645,0.0919867347098282,-19.7828754486214,1.759494640858,0.62747843406095,0.2889277644638,0.37773116559151,0.188836616133803,0.450822921934871,0.664227217462602,0.226031200013418,1.51456191803455,0.206214011921536,1,-1,1,1
